content,score,date,word_count
"I have problm in confirm my debit card and bank account, i went on payal support for help i also follow the step but i cant able to confirm my card and bank account. Payal customer support is worst, u cant even contact a agent for ur help, idk that the they provide this toll free number, its totally useless. An agent is must some of the issue cant be fixed with an ai bot, human touch is also an important aspect. I have beimg try to connect with agent more them a week but payal didnt take anystep",1,2024-11-15 14:17:07,99
"I've been trying to get a straight answer about where my money is, and all they can say is that they determined the payment processed correctly. The merchant and I both agree that's not the case! With documentation! And yet... they keep my money.",1,2024-11-15 13:48:07,44
"Accidentally use an old card ONE FREAKING TIME...they won't bother telling you for 13 days that there was a problem...they will not use the linked bank account as backup even though that's what they claim they do in those situations despite that bank account being used successfully for PayPal payments 34 times AFTER that ONE TIME using the old card...they tell you ""your card was declined for this payment"" 13 days ago and that they ""removed your bank account from PayPal""..Now I can't reconnect it",1,2024-11-15 11:28:11,85
no puedo habrir ni actualizar las dos apps ni la litte ni la normal y no puedo actualizar me dice que son incompatibles con mi telefono y las tengo instaladas pero ya no se habren antes las podia usar en mi cell quiero que arreglen eso porfavor pronto,1,2024-11-15 11:24:44,48
"Cant log in. Been like this for a few months now. I shouldnt have to go online to access. The security, not a robot check, keeps constantly popping up. Trash the app or fix it already. I can pick motorcycles, crosswalks, busses so many stupid times.",1,2024-11-15 08:12:18,46
"It's frustrating that I'm trying to access my account and your app is telling that you're having trouble making sure that I'm the one trying to access the account. What does that mean‽ Then, what is the use of my 2 factor authentication if I still have to encounter such unnecessary issues? Such shoddy service is beneath a brand that's considered reputable. So, please, fix up!",1,2024-11-15 06:30:19,66
"PayPal is a complete joke in the crypto world and needs to give it up completely! After purchasing over $1300 in crypto, they tell me I cannot send or receive crypto, but I can only buy and sell it to them.",1,2024-11-15 06:09:25,41
I was a shareholder for several years. I began receiving scam/phishing attempts with paypal invoices attached. I complain to the PayPal board of directors. These attempts seemed to always follow legitimate paypal purchases. Finally I sold my stock and closed my paypal account. I have NEVER had a scam attempt using GPay.,1,2024-11-15 04:05:12,52
"Does not deserve a star at all. The worst banking transaction I ever experienced in my life! A simple money transfer is placed on hold for 21 days and the money is for urgent use, but they're so quick to deduct payment right away. PayPal, your company policies suck. I hope you ran out of customers!!! This is a stupid app and stupid company. For sure there are other companies who could do a good and better job.",1,2024-11-15 01:29:09,78
Were I paying security challenge? I tried it 5-6 times. It verified that I am a human but Captcha annoyed me by sending I'm not a human to proof again and again. Captcha is suck Now I can't login in my account :),1,2024-11-15 01:08:57,43
"Took a £1 donation from my bank account, I'm guessing during another payment but I never saw the option. Tried to dispute it but they say it cannot be considered an unauthorised payment because it was a dontation. Not sure why it being a dontation is relevant. Luckily my bank has refunded it. Won't be using paypal again. Can't trust them not to take extra payments, and payments don't ask for approval in my banking app.",1,2024-11-15 00:13:28,76
"Constant RED DOT on user profile icon from notifications, but the only notifications are from PayPal, can't delete, one from 3 years ago wanting me to verify my identity, the other only has one option of ""Enable"" which I assume it totally tells you what you agree to enable after you click it not that you give permission to all your data before the window opens letting you recind but data already sent....., so dumb",2,2024-11-14 19:01:30,75
"WHAT THE HELL it was working fine for about a week but then all of a sudden the entire app just stopped working i tried to put $25 in my account and all i got was a screen that said ""sorry we cant process that transaction right now"" and no support ANYWHERE dont trust this one thank god i was able to pull all of my info and money out NEVER TOUCHING THIS AGAIN REALLY SKETCHY",1,2024-11-14 18:54:42,76
